,X,Y,time,distance,ts,dt,speed_m_s,speed_kmh
1318,-0.046958691,51.493253605,2025/01/14 07:49:11+00,3.488084631393039,2025-01-14 07:49:11+00:00,1.0,3.488084631393039,12.55710467301494
1319,-0.046986267,51.493276572,2025/01/14 07:49:12+00,3.9905169992378244,2025-01-14 07:49:12+00:00,1.0,3.9905169992378244,14.365861197256168
1320,-0.047013843,51.493299622,2025/01/14 07:49:13+00,3.9964296913368527,2025-01-14 07:49:13+00:00,1.0,3.9964296913368527,14.38714688881267
1321,-0.047044773,51.493322505,2025/01/14 07:49:14+00,4.278182334573047,2025-01-14 07:49:14+00:00,1.0,4.278182334573047,15.40145640446297
1322,-0.047075618,51.493345387,2025/01/14 07:49:15+00,4.2705216046222665,2025-01-14 07:49:15+00:00,1.0,4.2705216046222665,15.37387777664016
1323,-0.047110822,51.493361816,2025/01/14 07:49:16+00,4.319795495672434,2025-01-14 07:49:16+00:00,1.0,4.319795495672434,15.551263784420762
1324,-0.047146026,51.493378244,2025/01/14 07:49:17+00,4.319748473055664,2025-01-14 07:49:17+00:00,1.0,4.319748473055664,15.551094503000389
1325,-0.047180392,51.493395008,2025/01/14 07:49:18+00,4.251739025268247,2025-01-14 07:49:18+00:00,1.0,4.251739025268247,15.30626049096569
1326,-0.047214674,51.49341194,2025/01/14 07:49:19+00,4.251585610347189,2025-01-14 07:49:19+00:00,1.0,4.251585610347189,15.305708197249881
1327,-0.047246274,51.493426608,2025/01/14 07:49:20+00,3.8738468901015404,2025-01-14 07:49:20+00:00,1.0,3.8738468901015404,13.945848804365546
1328,-0.047277873,51.493441444,2025/01/14 07:49:21+00,3.881648375401112,2025-01-14 07:49:21+00:00,1.0,3.881648375401112,13.973934151444004
1329,-0.047307881,51.493450245,2025/01/14 07:49:22+00,3.4772870850631157,2025-01-14 07:49:22+00:00,1.0,3.4772870850631157,12.518233506227217
1330,-0.047337888,51.493459046,2025/01/14 07:49:23+00,3.477180384586327,2025-01-14 07:49:23+00:00,1.0,3.477180384586327,12.517849384510777
1331,-0.047367727,51.493467344,2025/01/14 07:49:24+00,3.4438536832759357,2025-01-14 07:49:24+00:00,1.0,3.4438536832759357,12.397873259793368
1332,-0.047397651,51.493475642,2025/01/14 07:49:25+00,3.4529606284675562,2025-01-14 07:49:25+00:00,1.0,3.4529606284675562,12.430658262483202
1333,-0.047428496,51.493486036,2025/01/14 07:49:26+00,3.6193037990863677,2025-01-14 07:49:26+00:00,1.0,3.6193037990863677,13.029493676710924
1334,-0.047459342,51.493496429,2025/01/14 07:49:27+00,3.6193736667191696,2025-01-14 07:49:27+00:00,1.0,3.6193736667191696,13.02974520018901
1335,-0.047488092,51.493509421,2025/01/14 07:49:28+00,3.5081152576092074,2025-01-14 07:49:28+00:00,1.0,3.5081152576092074,12.629214927393146
1336,-0.047516758,51.493522497,2025/01/14 07:49:29+00,3.503471783448219,2025-01-14 07:49:29+00:00,1.0,3.503471783448219,12.612498420413589
1337,-0.047544921,51.493538171,2025/01/14 07:49:30+00,3.58390869894498,2025-01-14 07:49:30+00:00,1.0,3.58390869894498,12.90207131620193
1338,-0.047573168,51.493554013,2025/01/14 07:49:31+00,3.601174008608837,2025-01-14 07:49:31+00:00,1.0,3.601174008608837,12.964226430991813
1339,-0.047604265,51.493569184,2025/01/14 07:49:32+00,3.8473806023145296,2025-01-14 07:49:32+00:00,1.0,3.8473806023145296,13.850570168332307
1340,-0.047635445,51.493584523,2025/01/14 07:49:33+00,3.863887158041638,2025-01-14 07:49:33+00:00,1.0,3.863887158041638,13.909993768949898
1341,-0.047669476,51.493597515,2025/01/14 07:49:34+00,4.050458793576762,2025-01-14 07:49:34+00:00,1.0,4.050458793576762,14.581651656876344
1342,-0.047703423,51.493610591,2025/01/14 07:49:35+00,4.045082026680587,2025-01-14 07:49:35+00:00,1.0,4.045082026680587,14.562295296050115
1343,-0.047736531,51.493622325,2025/01/14 07:49:36+00,3.905817875110996,2025-01-14 07:49:36+00:00,1.0,3.905817875110996,14.060944350399586
1344,-0.047769723,51.493633976,2025/01/14 07:49:37+00,3.9115564730260295,2025-01-14 07:49:37+00:00,1.0,3.9115564730260295,14.081603302893706
1345,-0.047801323,51.493643112,2025/01/14 07:49:38+00,3.6576648505392253,2025-01-14 07:49:38+00:00,1.0,3.6576648505392253,13.16759346194121
1346,-0.047832923,51.493652165,2025/01/14 07:49:39+00,3.65511230054331,2025-01-14 07:49:39+00:00,1.0,3.65511230054331,13.158404281955917
1347,-0.047865026,51.493661972,2025/01/14 07:49:40+00,3.732540229527023,2025-01-14 07:49:40+00:00,1.0,3.732540229527023,13.437144826297283
1348,-0.047897296,51.493671946,2025/01/14 07:49:41+00,3.7557450774130436,2025-01-14 07:49:41+00:00,1.0,3.7557450774130436,13.520682278686957
1349,-0.04792965,51.493681669,2025/01/14 07:49:42+00,3.756542459825758,2025-01-14 07:49:42+00:00,1.0,3.756542459825758,13.52355285537273
1350,-0.047962088,51.493691644,2025/01/14 07:49:43+00,3.7736294835932678,2025-01-14 07:49:43+00:00,1.0,3.7736294835932678,13.585066140935764
1351,-0.047994778,51.493697846,2025/01/14 07:49:44+00,3.699802743406239,2025-01-14 07:49:44+00:00,1.0,3.699802743406239,13.31928987626246
1352,-0.048027467,51.493704133,2025/01/14 07:49:45+00,3.701466936714998,2025-01-14 07:49:45+00:00,1.0,3.701466936714998,13.325280972173992
1353,-0.048055882,51.49370254,2025/01/14 07:49:46+00,3.164565166125561,2025-01-14 07:49:46+00:00,1.0,3.164565166125561,11.39243459805202
1354,-0.048084296,51.493700864,2025/01/14 07:49:47+00,3.164984171963943,2025-01-14 07:49:47+00:00,1.0,3.164984171963943,11.393943019070196
1355,-0.048106257,51.493695499,2025/01/14 07:50:23+00,2.513764712637952,2025-01-14 07:50:23+00:00,36.0,0.06982679757327644,0.2513764712637952
1356,-0.048119333,51.493694242,2025/01/14 07:50:24+00,1.4606875709701472,2025-01-14 07:50:24+00:00,1.0,1.4606875709701472,5.25847525549253
1357,-0.048132492,51.493692901,2025/01/14 07:50:25+00,1.4707922413315409,2025-01-14 07:50:25+00:00,1.0,1.4707922413315409,5.294852068793547
1358,-0.048145568,51.493695499,2025/01/14 07:50:26+00,1.4824055194963082,2025-01-14 07:50:26+00:00,1.0,1.4824055194963082,5.336659870186709
1359,-0.048158644,51.493698182,2025/01/14 07:50:27+00,1.484276347155756,2025-01-14 07:50:27+00:00,1.0,1.484276347155756,5.343394849760722
1360,-0.048176832,51.493703546,2025/01/14 07:50:28+00,2.108532076439427,2025-01-14 07:50:28+00:00,1.0,2.108532076439427,7.590715475181938
1361,-0.048195021,51.49370891,2025/01/14 07:50:29+00,2.1086387304219296,2025-01-14 07:50:29+00:00,1.0,2.1086387304219296,7.5910994295189465
1362,-0.048219329,51.49371394,2025/01/14 07:50:30+00,2.760188118705287,2025-01-14 07:50:30+00:00,1.0,2.760188118705287,9.936677227339032
1363,-0.04824372,51.493718885,2025/01/14 07:50:31+00,2.7673329805534888,2025-01-14 07:50:31+00:00,1.0,2.7673329805534888,9.96239872999256
1364,-0.04827599,51.493724836,2025/01/14 07:50:32+00,3.648765029333556,2025-01-14 07:50:32+00:00,1.0,3.648765029333556,13.135554105600802
1365,-0.048308261,51.493730787,2025/01/14 07:50:33+00,3.6488743805253496,2025-01-14 07:50:33+00:00,1.0,3.6488743805253496,13.135947769891258
1366,-0.048347237,51.493743528,2025/01/14 07:50:34+00,4.559617816333945,2025-01-14 07:50:34+00:00,1.0,4.559617816333945,16.4146241388022
1367,-0.04838638,51.493756268,2025/01/14 07:50:35+00,4.577237465196335,2025-01-14 07:50:35+00:00,1.0,4.577237465196335,16.478054874706807
1368,-0.048425775,51.493774876,2025/01/14 07:50:36+00,4.844607965125167,2025-01-14 07:50:36+00:00,1.0,4.844607965125167,17.440588674450602
1369,-0.048465254,51.493793484,2025/01/14 07:50:37+00,4.853055226717161,2025-01-14 07:50:37+00:00,1.0,4.853055226717161,17.47099881618178
1370,-0.048498865,51.493815109,2025/01/14 07:50:38+00,4.444097755987654,2025-01-14 07:50:38+00:00,1.0,4.444097755987654,15.998751921555554
1371,-0.04853256,51.493836818,2025/01/14 07:50:39+00,4.45700749003402,2025-01-14 07:50:39+00:00,1.0,4.45700749003402,16.045226964122474
1372,-0.048560388,51.493860371,2025/01/14 07:50:40+00,4.053876362940346,2025-01-14 07:50:40+00:00,1.0,4.053876362940346,14.593954906585246
1373,-0.0485883,51.493884008,2025/01/14 07:50:41+00,4.067040306210587,2025-01-14 07:50:41+00:00,1.0,4.067040306210587,14.641345102358114
1374,-0.048615877,51.493906975,2025/01/14 07:50:42+00,3.9906024032295693,2025-01-14 07:50:42+00:00,1.0,3.9906024032295693,14.366168651626449
1375,-0.048643453,51.493930109,2025/01/14 07:50:43+00,4.002426355112424,2025-01-14 07:50:43+00:00,1.0,4.002426355112424,14.408734878404726
1376,-0.04867279,51.493951064,2025/01/14 07:50:44+00,4.008837391177147,2025-01-14 07:50:44+00:00,1.0,4.008837391177147,14.431814608237731
1377,-0.048702043,51.493972102,2025/01/14 07:50:45+00,4.00662205559297,2025-01-14 07:50:45+00:00,1.0,4.00662205559297,14.423839400134694
1378,-0.048733223,51.493992135,2025/01/14 07:50:46+00,4.120988392067997,2025-01-14 07:50:46+00:00,1.0,4.120988392067997,14.835558211444791
1379,-0.048764488,51.494012084,2025/01/14 07:50:47+00,4.123911682596015,2025-01-14 07:50:47+00:00,1.0,4.123911682596015,14.846082057345654
1380,-0.048799021,51.494031698,2025/01/14 07:50:48+00,4.416044329073172,2025-01-14 07:50:48+00:00,1.0,4.416044329073172,15.897759584663419
1381,-0.048833722,51.494051395,2025/01/14 07:50:49+00,4.436846073691648,2025-01-14 07:50:49+00:00,1.0,4.436846073691648,15.972645865289934
1382,-0.048872782,51.494066315,2025/01/14 07:50:50+00,4.649344095789165,2025-01-14 07:50:50+00:00,1.0,4.649344095789165,16.737638744840996
1383,-0.048911758,51.494081235,2025/01/14 07:50:51+00,4.640619803452238,2025-01-14 07:50:51+00:00,1.0,4.640619803452238,16.706231292428058
1384,-0.048955092,51.494087018,2025/01/14 07:50:52+00,4.8612390018272436,2025-01-14 07:50:52+00:00,1.0,4.8612390018272436,17.500460406578078
1385,-0.048998343,51.494092802,2025/01/14 07:50:53+00,4.8521058153061825,2025-01-14 07:50:53+00:00,1.0,4.8521058153061825,17.46758093510226
1386,-0.049040001,51.494087186,2025/01/14 07:50:54+00,4.674061774402334,2025-01-14 07:50:54+00:00,1.0,4.674061774402334,16.826622387848403
1387,-0.049081659,51.494081737,2025/01/14 07:50:55+00,4.671617068239619,2025-01-14 07:50:55+00:00,1.0,4.671617068239619,16.817821445662627
1388,-0.049119294,51.494071176,2025/01/14 07:50:56+00,4.346467115334521,2025-01-14 07:50:56+00:00,1.0,4.346467115334521,15.647281615204276
1389,-0.049156845,51.494060699,2025/01/14 07:50:57+00,4.334955356440918,2025-01-14 07:50:57+00:00,1.0,4.334955356440918,15.605839283187304
1390,-0.049193641,51.49405743,2025/01/14 07:50:58+00,4.107643489654152,2025-01-14 07:50:58+00:00,1.0,4.107643489654152,14.787516562754949
1391,-0.049230438,51.494054245,2025/01/14 07:50:59+00,4.106938255023476,2025-01-14 07:50:59+00:00,1.0,4.106938255023476,14.784977718084512
1392,-0.049270336,51.494055837,2025/01/14 07:51:00+00,4.439985526197338,2025-01-14 07:51:00+00:00,1.0,4.439985526197338,15.983947894310418
1393,-0.049310233,51.49405743,2025/01/14 07:51:01+00,4.439878854517448,2025-01-14 07:51:01+00:00,1.0,4.439878854517448,15.983563876262814
1394,-0.049356334,51.494060364,2025/01/14 07:51:02+00,5.136568427708595,2025-01-14 07:51:02+00:00,1.0,5.136568427708595,18.491646339750943
1395,-0.049402434,51.494063465,2025/01/14 07:51:03+00,5.1376703388624865,2025-01-14 07:51:03+00:00,1.0,5.1376703388624865,18.495613219904953
1396,-0.049452474,51.494067572,2025/01/14 07:51:04+00,5.582903415838571,2025-01-14 07:51:04+00:00,1.0,5.582903415838571,20.098452297018856
1397,-0.04950243,51.494071679,2025/01/14 07:51:05+00,5.573594395566739,2025-01-14 07:51:05+00:00,1.0,5.573594395566739,20.064939824040263
1398,-0.049549872,51.494076373,2025/01/14 07:51:06+00,5.301068106996994,2025-01-14 07:51:06+00:00,1.0,5.301068106996994,19.08384518518918
1399,-0.049597397,51.494081235,2025/01/14 07:51:07+00,5.312121191858365,2025-01-14 07:51:07+00:00,1.0,5.312121191858365,19.123636290690115
1400,-0.049644839,51.494089784,2025/01/14 07:51:08+00,5.360274483395786,2025-01-14 07:51:08+00:00,1.0,5.360274483395786,19.29698814022483
1401,-0.049692364,51.494098501,2025/01/14 07:51:09+00,5.372696366897186,2025-01-14 07:51:09+00:00,1.0,5.372696366897186,19.34170692082987
1402,-0.049738297,51.49410923,2025/01/14 07:51:10+00,5.244997438836098,2025-01-14 07:51:10+00:00,1.0,5.244997438836098,18.881990779809954
1403,-0.04978423,51.494120043,2025/01/14 07:51:11+00,5.247129851939887,2025-01-14 07:51:11+00:00,1.0,5.247129851939887,18.889667466983592
1404,-0.049828067,51.494128844,2025/01/14 07:51:12+00,4.971719168770934,2025-01-14 07:51:12+00:00,1.0,4.971719168770934,17.898189007575365
1405,-0.049871821,51.494137645,2025/01/14 07:51:13+00,4.9626708827403965,2025-01-14 07:51:13+00:00,1.0,4.9626708827403965,17.86561517786543
1406,-0.049913982,51.494145691,2025/01/14 07:51:14+00,4.772695563806888,2025-01-14 07:51:14+00:00,1.0,4.772695563806888,17.181704029704797
1407,-0.049956059,51.494153906,2025/01/14 07:51:15+00,4.767086282374732,2025-01-14 07:51:15+00:00,1.0,4.767086282374732,17.161510616549037
1408,-0.049992353,51.494161785,2025/01/14 07:51:16+00,4.129709860801431,2025-01-14 07:51:16+00:00,1.0,4.129709860801431,14.866955498885153
1409,-0.050028646,51.494169664,2025/01/14 07:51:17+00,4.1296011967269175,2025-01-14 07:51:17+00:00,1.0,4.1296011967269175,14.866564308216903
1410,-0.050064186,51.494179135,2025/01/14 07:51:18+00,4.0897841278784055,2025-01-14 07:51:18+00:00,1.0,4.0897841278784055,14.72322286036226
1411,-0.050099725,51.494188607,2025/01/14 07:51:19+00,4.089705317270921,2025-01-14 07:51:19+00:00,1.0,4.089705317270921,14.722939142175315
1412,-0.050135348,51.494201515,2025/01/14 07:51:20+00,4.21312054770434,2025-01-14 07:51:20+00:00,1.0,4.21312054770434,15.167233971735623
1413,-0.050170971,51.494214423,2025/01/14 07:51:21+00,4.2131205476786375,2025-01-14 07:51:21+00:00,1.0,4.2131205476786375,15.167233971643096
1414,-0.050205924,51.494227163,2025/01/14 07:51:22+00,4.136719810554808,2025-01-14 07:51:22+00:00,1.0,4.136719810554808,14.89219131799731
1415,-0.050241044,51.494240072,2025/01/14 07:51:23+00,4.160617217939532,2025-01-14 07:51:23+00:00,1.0,4.160617217939532,14.978221984582317
1416,-0.050274571,51.494251303,2025/01/14 07:51:24+00,3.9316409543134894,2025-01-14 07:51:24+00:00,1.0,3.9316409543134894,14.153907435528563
1417,-0.050308099,51.494262535,2025/01/14 07:51:25+00,3.9317817105955664,2025-01-14 07:51:25+00:00,1.0,3.9317817105955664,14.15441415814404
1418,-0.050339028,51.494274605,2025/01/14 07:51:26+00,3.6917516587588812,2025-01-14 07:51:26+00:00,1.0,3.6917516587588812,13.290305971531973
1419,-0.050370041,51.494286843,2025/01/14 07:51:27+00,3.7072707004463243,2025-01-14 07:51:27+00:00,1.0,3.7072707004463243,13.346174521606768
1420,-0.050400384,51.494302014,2025/01/14 07:51:28+00,3.7722077252269757,2025-01-14 07:51:28+00:00,1.0,3.7722077252269757,13.579947810817112
1421,-0.050430642,51.494317185,2025/01/14 07:51:29+00,3.763756302075046,2025-01-14 07:51:29+00:00,1.0,3.763756302075046,13.549522687470166
1422,-0.050466852,51.494335206,2025/01/14 07:51:30+00,4.497446874816844,2025-01-14 07:51:30+00:00,1.0,4.497446874816844,16.19080874934064
1423,-0.050503146,51.494353227,2025/01/14 07:51:31+00,4.5058108257243985,2025-01-14 07:51:31+00:00,1.0,4.5058108257243985,16.220918972607834
1424,-0.050546229,51.494370494,2025/01/14 07:51:32+00,5.161042711594718,2025-01-14 07:51:32+00:00,1.0,5.161042711594718,18.579753761740985
1425,-0.050589396,51.494387928,2025/01/14 07:51:33+00,5.176639185777004,2025-01-14 07:51:33+00:00,1.0,5.176639185777004,18.635901068797217
1426,-0.050634239,51.494401591,2025/01/14 07:51:34+00,5.21262564444322,2025-01-14 07:51:34+00:00,1.0,5.21262564444322,18.765452319995592
1427,-0.05067925,51.494415421,2025/01/14 07:51:35+00,5.235922061496462,2025-01-14 07:51:35+00:00,1.0,5.235922061496462,18.849319421387264
1428,-0.050723422,51.494426234,2025/01/14 07:51:36+00,5.056724795291129,2025-01-14 07:51:36+00:00,1.0,5.056724795291129,18.204209263048064
1429,-0.050767679,51.494437046,2025/01/14 07:51:37+00,5.065879409541978,2025-01-14 07:51:37+00:00,1.0,5.065879409541978,18.23716587435112
1430,-0.050811935,51.494446518,2025/01/14 07:51:38+00,5.032491543316172,2025-01-14 07:51:38+00:00,1.0,5.032491543316172,18.11696955593822
